id,firstName,lastName,programCode,year,gender
2026-3811,Victoria,Rivera,BEEDENG,3,Female
2012-3812,Matthew,Campbell,BSCA,4,Male
2013-3813,Alexis,Mitchell,BSCS,1,Female
2014-3814,Martin,Carter,BSIT,2,Male
2015-3815,Gail,Roberts,BSSTAT,3,Female
2016-3816,Ernest,Gomez,BSBIO (MICROBIO),4,Male
2017-3817,Ruby,Phillips,BSBIO (MARINE),1,Female
2018-3818,Craig,Evans,BSHM,2,Male
2019-3819,Samantha,Turner,BSACC,3,Female
2020-3820,Shawn,Diaz,BSBA (BE),4,Male
2021-3821,Valerie,Parker,BSEDBIO,1,Female
2022-3822,Todd,Cruz,BSEDCHEM,2,Male
2023-3823,Olivia,Edwards,BSEDMATH,3,Female
2024-3824,Jimmy,Collins,BSIS,4,Male
2025-3825,Lauren,Reyes,BEEDENG,1,Female
2026-3826,Victor,Stewart,BSCA,2,Male
2012-3827,Haley,Morris,BSCS,3,Female
2013-3828,Marcus,Morales,BSIT,4,Male
2014-3829,Joan,Murphy,BSSTAT,1,Female
2015-3830,Carl,Cook,BSBIO (MICROBIO),2,Male
2016-3831,Megan,Rogers,BSBIO (MARINE),3,Female
2017-3832,Arthur,Morgan,BSHM,4,Male
2018-3833,Theresa,Peterson,BSACC,1,Female
2019-3834,Louis,Cooper,BSBA (BE),2,Male
2020-3835,Gloria,Reed,BSEDBIO,3,Female
2021-3836,Russell,Bailey,BSEDCHEM,4,Male
2022-3837,Alice,Bell,BSEDMATH,1,Female
2023-3838,Wayne,Gomez,BSIS,2,Male
2024-3839,Jean,Kelly,BEEDENG,3,Female
2025-3840,Randy,Howard,BSCA,4,Male
2026-3841,Diana,Ward,BSCS,1,Female
2012-3842,Vincent,Cox,BSIT,2,Male
2013-3843,Denise,Diaz,BSSTAT,3,Female
2014-3844,Joe,Richardson,BSBIO (MICROBIO),4,Male
2015-3845,Marilyn,Wood,BSBIO (MARINE),1,Female
2016-3846,Alan,Watson,BSHM,2,Male
2017-3847,Rose,Brooks,BSACC,3,Female
2018-3848,Gabriel,Bennett,BSBA (BE),4,Male
2019-3849,Lori,Gray,BSEDBIO,1,Female
2020-3850,Juan,James,BSEDCHEM,2,Male
2021-3851,Sylvia,Reyes,BSEDMATH,3,Female
2022-3852,Philip,Cruz,BSIS,4,Male
2023-3853,Jane,Hughes,BEEDENG,1,Female
2024-3854,Howard,Price,BSCA,2,Male
2025-3855,Tiffany,Myers,BSCS,3,Female
2026-3856,Clarence,Long,BSIT,4,Male
2012-3857,Victoria,Foster,BSSTAT,1,Female
2013-3858,Matthew,Sanders,BSBIO (MICROBIO),2,Male
2014-3859,Alexis,Ross,BSBIO (MARINE),3,Female
2015-3860,Martin,Henderson,BSHM,4,Male
2016-3861,Gail,Coleman,BSACC,1,Female
2017-3862,Ernest,Jenkins,BSBA (BE),2,Male
2018-3863,Ruby,Perry,BSEDBIO,3,Female
2019-3864,Craig,Powell,BSEDCHEM,4,Male
2020-3865,Samantha,Long,BSEDMATH,1,Female
2021-3866,Shawn,Patterson,BSIS,2,Male
2022-3867,Valerie,Hughes,BEEDENG,3,Female
2023-3868,Todd,Washington,BSCA,4,Male
2024-3869,Olivia,Butler,BSCS,1,Female
2025-3870,Jimmy,Simmons,BSIT,2,Male
2026-3871,Lauren,Foster,BSSTAT,3,Female
2012-3872,Victor,Gonzales,BSBIO (MICROBIO),4,Male
2013-3873,Haley,Bryant,BSBIO (MARINE),1,Female
2014-3874,Marcus,Alexander,BSHM,2,Male
2015-3875,Joan,Russell,BSACC,3,Female
2016-3876,Carl,Griffin,BSBA (BE),4,Male
2017-3877,Megan,Diaz,BSEDBIO,1,Female
2018-3878,Arthur,Hayes,BSEDCHEM,2,Male
2019-3879,Theresa,Myers,BSEDMATH,3,Female
2020-3880,Louis,Ford,BSIS,4,Male
2021-3881,Gloria,Hamilton,BEEDENG,1,Female
2022-3882,Russell,Graham,BSCA,2,Male
2023-3883,Alice,Sullivan,BSCS,3,Female
2024-3884,Wayne,Woods,BSIT,4,Male
2025-3885,Jean,Cole,BSSTAT,1,Female
2026-3886,Randy,West,BSBIO (MICROBIO),2,Male
2012-3887,Diana,Jordan,BSBIO (MARINE),3,Female
2013-3888,Vincent,Owens,BSHM,4,Male
2014-3889,Denise,Reynolds,BSACC,1,Female
2015-3890,Joe,Fisher,BSBA (BE),2,Male
2016-3891,Marilyn,Ellis,BSEDBIO,3,Female
2017-3892,Alan,Harrison,BSEDCHEM,4,Male
2018-3893,Rose,Gibson,BSEDMATH,1,Female
2019-3894,Gabriel,Mcdonald,BSIS,2,Male
2020-3895,Lori,Cruz,BEEDENG,3,Female
2021-3896,Juan,Gomez,BSCA,4,Male
2022-3897,Sylvia,Ortiz,BSCS,1,Female
2023-3898,Philip,Gomez,BSIT,2,Male
2024-3899,Jane,Murray,BSSTAT,3,Female
2025-3900,Howard,Freeman,BSBIO (MICROBIO),4,Male
